ZONA_INSTITUCION;DISTRITO_INSTITUCI;CIRCUITO_INSTITUCI;PROVINCIA_INSTITUCION;CANTON_INSTITUCION;PARROQUIA_INSTITUCION;AMIE;INSTITUCION;SOSTENIMIENTO_INSTITUCION;REGIMEN_INSTITUCI;ESTADO_INSTITUCION
1    ;10D01;10D01C01;IMBABURA;IBARRA;SAGRARIO;10H00771;CENTRO DE EDUCACIÓN INICIAL PASITO A PASO;PARTICULAR;SIERRA;ACTIVO
9    ;17D02;17D02C03_04_05_07_;PICHINCHA;QUITO;CALDERÓN (CARAPUNGO);17H04268;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR RINCÓN ;PARTICULAR;SIERRA;ACTIVO
1    ;10D01;10D01C04_05_07;IMBABURA;IBARRA;SAN FRANCISCO;10H00627;CENTRO DE EDUCACIÒN INICIAL CHISPITAS DE TERNURA;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C05_07_08_13;PICHINCHA;QUITO;SAN ISIDRO DEL INCA;17H04129;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D02;17D02C03_04_05_07_;PICHINCHA;QUITO;CALDERÓN (CARAPUNGO);17H04273;Institución Educativa Particular JEAN JACQUES ROUSSEAU;PARTICULAR;SIERRA;ACTIVO
1    ;10D01;10D01C06_08_10;IMBABURA;IBARRA;SAGRARIO;10H00766;CENTRO DE EDUCACIÓN INICIAL SEMILLITAS DEL ;PARTICULAR;SIERRA;ACTIVO
1    ;10D01;10D01C06_08_10;IMBABURA;IBARRA;SAGRARIO;10H00773;CENTRO DE EDUCACIÓN INICIAL “PEQUEÑOS GIGANTES”;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C05_07_08_13;PICHINCHA;QUITO;KENNEDY;17H04143;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
1    ;10D01;10D01C13;IMBABURA;IBARRA;SAN ANTONIO;10H00772;CENTRO DE EDUCACIÓN INICIAL RINCON DE ISRAEL;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C05_06_07_12;PICHINCHA;QUITO;COTOCOLLAO;17H04200;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C05_07_08_13;PICHINCHA;QUITO;SAN ISIDRO DEL INCA;17H04164;CDI AMIGOS DEL SABER;PARTICULAR;SIERRA;ACTIVO
1    ;10D02;10D02C11;IMBABURA;OTAVALO;GONZÁLEZ SUÁREZ;10H00769;ESCUELA CATOLICA CARDENAL BERNARDINO ;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C05_06_07_12;PICHINCHA;QUITO;COTOCOLLAO;17H04203;PLAY GROUP;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C09_12;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04239;PARAISO MAGICO ;PARTICULAR;SIERRA;ACTIVO
9    ;17D07;17D07C01_06;PICHINCHA;QUITO;LA ECUATORIANA;17H04182;"Unidad Educativa Particular ""LICEO ECUATORIANO""";PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C08_09_13;PICHINCHA;QUITO;COTOCOLLAO;17H04099;HOLLYDAYS;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C09_12;PICHINCHA;QUITO;JIPIJAPA;17H04081;"CENTRO DE DESARROLLO INTEGRAL PARA LA
";PARTICULAR;SIERRA;ACTIVO
9    ;17D07;17D07C02;PICHINCHA;QUITO;GUAMANÍ;17H04201;JACOBI KARL;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C08_09_13;PICHINCHA;QUITO;COTOCOLLAO;17H04169;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C09_12;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04119;CDI LA ALDEA;PARTICULAR;SIERRA;ACTIVO
9    ;17D07;17D07C03_04_05;PICHINCHA;QUITO;CHILLOGALLO;17H04089;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C08_09_13;PICHINCHA;QUITO;COTOCOLLAO;17H04172;EXPLORANDO CON DOKY;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04152;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04121;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
1    ;10D02;10D02C06_07;IMBABURA;OTAVALO;JORDÁN;10H00768;CENTRO DE EDUCACION INICIAL PARVULITOS;PARTICULAR;SIERRA;ACTIVO
9    ;17D04;17D04C01_02;PICHINCHA;QUITO;PUENGASÍ;17H04170;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D04;17D04C04_07;PICHINCHA;QUITO;LA LIBERTAD;17H04184;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;13D10;13D10C08;MANABI;JAMA;JAMA, CABECERA CANTONAL;13H05421;UNIDAD EDUCATIVA VEINTE DE MARZO;FISCAL;COSTA;ACTIVO
4    ;13D03;13D03C06_b;MANABI;JIPIJAPA;LA UNIÓN;13H05422;UNIDAD EDUCATIVA “LA UNIÓN”;FISCAL;COSTA;ACTIVO
3    ;05D02;05D02C02_03;COTOPAXI;LA MANÁ;LA MANÁ, CABECERA CANTONAL;05H01050;Unidad Educativa 19 DE MAYO;PARTICULAR;COSTA;ACTIVO
9    ;17D05;17D05C11;PICHINCHA;QUITO;COCHAPAMBA;17H04088;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C14_15;PICHINCHA;QUITO;POMASQUI;17H01982;Centro de Desarrollo Integral para la Primera Infancia ;PARTICULAR;SIERRA;ACTIVO
4    ;13D08;13D08C03_a;MANABI;PICHINCHA;PICHINCHA, CABECERA CANTONAL;13H05425;UNIDAD EDUCATIVA ARTURO MENDOZA;FISCAL;COSTA;ACTIVO
4    ;13D02;13D02C15_a;MANABI;MONTECRISTI;MONTECRISTI, CABECERA CANTONAL;13H05367;UNIDAD EDUCATIVA KERLY SOLANGE QUIJIJE MERO;FISCAL;COSTA;ACTIVO
9    ;17D06;17D06C02_03;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04222;CDI MARÍA CRISTINA;PARTICULAR;SIERRA;ACTIVO
3    ;05D01;05D01C09_10;COTOPAXI;LATACUNGA;IGNACIO FLORES (PARQUE FLORES);05H00038;UNIDAD EDUCATIVA GABRIELA MISTRAL;PARTICULAR;SIERRA;ACTIVO
9    ;17D09;17D09C03_04;PICHINCHA;QUITO;CUMBAYÁ;17H04187;CENTRO DE DESARROLLO INFANTIL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D09;17D09C01_02;PICHINCHA;QUITO;TUMBACO;17H04122;CENTRO DE DESARROLLO INFANTIL APRA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
6    ;03D01;03D01C08;CAÑAR;AZOGUES;LUIS CORDERO;03H00142;UNIDAD EDUCATIVA LOS CAÑARIS;FISCAL;SIERRA;ACTIVO
6    ;03D01;03D01C09_b;CAÑAR;BIBLIÁN;BIBLIÁN, CABECERA CANTONAL;03H00238;ESCUELA DE EDUCACIÓN BÁSICA HEROES DE ;FISCAL;SIERRA;ACTIVO
6    ;03D02;03D02C04_a;CAÑAR;CAÑAR;INGAPIRCA;03H00438;ESCUELA DE EDUCACIÓN BÁSICA APARACIO TERAN;FISCAL;SIERRA;ACTIVO
2    ;15D01;15D01C09_a;NAPO;TENA;AHUANO;15B00036;GONZALO DIAZ DE PINEDA;FISCAL;SIERRA;ACTIVO
2    ;15D01;15D01C07_a;NAPO;TENA;PUERTO NAPO;15H00295;10 DE MAYO;FISCAL;SIERRA;ACTIVO
2    ;15D01;15D01C08_c;NAPO;TENA;CHONTAPUNTA;15B00063;JOSE ANDY;FISCAL;SIERRA;ACTIVO
2    ;15D01;15D01C02_b;NAPO;ARCHIDONA;COTUNDO;15B00132;MATIAS SHIGUANGO;FISCAL;SIERRA;ACTIVO
6    ;14D05;14D05C03_e;MORONA SANTIAGO;TAISHA;TUUTINENTZA;14B00440;CECIB DE EDUCACION BASICA RIO SAMIKIM;FISCAL;SIERRA;ACTIVO
6    ;14D05;14D05C03_c;MORONA SANTIAGO;TAISHA;PUMPUENTSA;14B00245;CECIB DE EDUCACION BASICA KAASAP;FISCAL;SIERRA;ACTIVO
6    ;14D04;14D04C05;MORONA SANTIAGO;GUALAQUIZA;GUALAQUIZA, CABECERA CANTONAL;14H00099;ESCUELA DE EDUCACIÓN BÁSICA MIGUEL DE SANTIAGO;FISCAL;SIERRA;ACTIVO
6    ;14D05;14D05C01_b;MORONA SANTIAGO;TAISHA;MACUMA;14B00278;CECIB DE EDUCACION BASICA PRESIDENTE ALFARO;FISCAL;SIERRA;ACTIVO
6    ;14D06;14D06C05_b;MORONA SANTIAGO;SANTIAGO;SAN LUIS DE EL ACHO (CAB. EN EL ACHO);14H00292;ESCUELA DE EDUCACIÓN BÁSICA JULIO JARAMILLO ;FISCAL;SIERRA;ACTIVO
6    ;14D01;14D01C06_c;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;14B00032;CECIB DE EDUCACION BASICA  BOSQUE ALEGRE;FISCAL;SIERRA;ACTIVO
6    ;14D02;14D02C03_b;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;14B00183;CECIB DE EDUCACION BASICA SOLDADO GERMAN PITIUR;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C08_d;ORELLANA;ORELLANA;DAYUMA;22B00053;NUEVA FRONTERA;FISCAL;SIERRA;ACTIVO
6    ;14D04;14D04C04_b;MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;14B00085;ESCUELA DE EDUCACIÓN BÁSICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
6    ;14D05;14D05C03_b;MORONA SANTIAGO;TAISHA;HUASAGA (CAB. EN WAMPUIK);14B00260;CECIB DE EDUCACION BASICA MASHUMPAR;FISCAL;SIERRA;ACTIVO
6    ;14D05;14D05C03_d;MORONA SANTIAGO;TAISHA;TUUTINENTZA;14B00458;CECIB DE EDUCACION BASICA RIO PANKI;FISCAL;SIERRA;ACTIVO
9    ;17D07;17D07C03_04_05;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H01043;ESCUELA DE EDUCACION BASICA FISCAL ;FISCAL;SIERRA;ACTIVO
6    ;03D02;03D02C01_b;CAÑAR;CAÑAR;CAÑAR, CABECERA CANTONAL;03H00283;UNIDAD EDUCATIVA JOSE PERALTA;FISCAL;SIERRA;ACTIVO
4    ;13D10;13D10C06;MANABI;PEDERNALES;10 DE AGOSTO;13H04007;ESCUELA DE EDUCACION BASICA LOS ANGELES;FISCAL;COSTA;ACTIVO
5    ;09D14;09D14C02;GUAYAS;PEDRO CARBO;PEDRO CARBO, CABECERA CANTONAL;09H04544;ESCUELA DE EDUCACION BASICA DR. VICTOR CORDOVA ;FISCAL;COSTA;ACTIVO
5    ;09D14;09D14C04;GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN;09H04586;ESCUELA DE EDUCACION BASICA DR. JOSE LUIS TAMAYO;FISCAL;COSTA;ACTIVO
5    ;09D19;09D19C03;GUAYAS;DAULE;DAULE, CABECERA CANTONAL;09H03236;UNIDAD EDUCATIVA GALO PLAZA LASSO;FISCAL;COSTA;ACTIVO
5    ;09D12;09D12C01_02;GUAYAS;BALAO;BALAO, CABECERA CANTONAL;09H02887;ESCUELA DE EDUCACION BASICA REPUBLICA DEL ;FISCAL;COSTA;ACTIVO
5    ;09D19;09D19C07;GUAYAS;SANTA LUCÍA;SANTA LUCÍA, CABECERA CANTONAL;09H04777;ESCUELA DE EDUCACION BASICA MANUEL DE FAS ;FISCAL;COSTA;ACTIVO
5    ;09D19;09D19C07;GUAYAS;SANTA LUCÍA;SANTA LUCÍA, CABECERA CANTONAL;09H04750;ESCUELA DE EDUCACION BASICA JUAN BAUTISTA ;FISCAL;COSTA;ACTIVO
5    ;09D12;09D12C06;GUAYAS;NARANJAL;TAURA;09H05385;ESCUELA DE EDUCACION BASICA PEDRO VICENTE ;FISCAL;COSTA;ACTIVO
5    ;09D19;09D19C09;GUAYAS;SANTA LUCÍA;SANTA LUCÍA, CABECERA CANTONAL;09H04734;UNIDAD EDUCATIVA EL PORVENIR;FISCAL;COSTA;ACTIVO
5    ;09D22;09D22C01_02_03;GUAYAS;PLAYAS;GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL;09H05102;ESCUELA DE EDUCACION BASICA JUAN BAUTISTA ;FISCAL;COSTA;ACTIVO
3    ;05D01;05D01C06_11;COTOPAXI;LATACUNGA;LATACUNGA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;05B00117;UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
9    ;17D05;17D05C02_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04147;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;23D03;23D03C03;SANTO DOMINGO DE LOS ;LA CONCORDIA;LA CONCORDIA;23H00835;UNIDAD EDUCATIVA LUIS VARGAS TORRES;FISCAL;COSTA;ACTIVO
4    ;13D07;13D07C01_a;MANABI;CHONE;CHONE, CABECERA CANTONAL;13H05413;UNIDAD EDUCATIVA JEREMIAS VELASQUEZ;FISCAL;COSTA;ACTIVO
9    ;17D03;17D03C14_15;PICHINCHA;QUITO;POMASQUI;17H04171;DESCUBRIR;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C17;PICHINCHA;QUITO;CARCELÉN;17H02969;TERNURA;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04073;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR OSITO ;PARTICULAR;SIERRA;ACTIVO
4    ;23D03;23D03C02;SANTO DOMINGO DE LOS ;LA CONCORDIA;MONTERREY;23H00834;UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA;FISCAL;COSTA;ACTIVO
4    ;13D06;13D06C07;MANABI;JUNÍN;JUNÍN, CABECERA CANTONAL;13H05419;UNIDAD EDUCATIVA CARLOS A. GARCIA MORA;FISCAL;COSTA;ACTIVO
1    ;10D01;10D01C06_08_10;IMBABURA;IBARRA;SAN MIGUEL DE IBARRA, CABECERA CANTONAL Y CAPITAL ;10H00781;Escuela de Educación Básica Bilingüe Casa Belén;PARTICULAR;SIERRA;ACTIVO
1    ;08D04;08D04C08_b;ESMERALDAS;QUININDÉ;LA UNIÓN;08H02404;Unidad Educativa Particular Nuestra Señora del Cisne;PARTICULAR;COSTA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04155;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04188;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C05_06_07;PICHINCHA;QUITO;AMAGUAÑA;17H04175;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C02_10;PICHINCHA;QUITO;IÑAQUITO;17H04085;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C17;PICHINCHA;QUITO;PONCEANO;17H04277;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04156;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D04;17D04C01_02;PICHINCHA;QUITO;PUENGASÍ;17H04236;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
6    ;03D01;03D01C04;CAÑAR;AZOGUES;AZOGUES;03H00791;CENTRO DE EDUCACIÓN INICIAL PARTICULAR RAYITOS ;PARTICULAR;SIERRA;ACTIVO
9    ;17D06;17D06C06_07;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04195;CDI CHENOA KRELYS;PARTICULAR;SIERRA;ACTIVO
9    ;17D09;17D09C01_02;PICHINCHA;QUITO;TUMBACO;17H04176;CENTRO DE DESARROLLO INFANITL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H04101;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C05_06_07;PICHINCHA;QUITO;AMAGUAÑA;17H04174;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C03_04;PICHINCHA;QUITO;BELISARIO QUEVEDO;17H04076;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C03_04;PICHINCHA;QUITO;BELISARIO QUEVEDO;17H04168;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;13D08;13D08C01_b;MANABI;PICHINCHA;PICHINCHA, CABECERA CANTONAL;13H05430;UNIDAD EDUCATIVA CESAR INTRIAGO PEÑAFIEL;FISCAL;COSTA;ACTIVO
4    ;13D09;13D09C02;MANABI;PAJÁN;CAMPOZANO (LA PALMA DE PAJÁN);13H05423;UNIDAD EDUCATIVA JAIME VERA HERRERA;FISCAL;COSTA;ACTIVO
9    ;17D06;17D06C02_03;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04136;CDI ABEJITAS DEL SUR;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C02_10;PICHINCHA;QUITO;IÑAQUITO;17H04079;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C03_04;PICHINCHA;QUITO;BELISARIO QUEVEDO;17H04094;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;13D09;13D09C01_a;MANABI;PAJÁN;PAJÁN, CABECERA CANTONAL;13H05420;UNIDAD EDUCATIVA ABELARDO MONCAYO;FISCAL;COSTA;ACTIVO
9    ;17D06;17D06C02_03;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04220;LA CABAÑO DEL TIO TOM;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C01_06;PICHINCHA;QUITO;LA CONCEPCIÓN;17H00219;CDI PLAY HOUSE;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C02_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H03658;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;23D01;23D01C06_11;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00836;UNIDAD EDUCATIVA MONSEÑOR. EMILIO LORENZO ;FISCAL;COSTA;ACTIVO
9    ;17D08;17D08C08_09_10;PICHINCHA;QUITO;ALANGASÍ;17H03698;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C08_09_10;PICHINCHA;QUITO;ALANGASÍ;17H04160;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;13D06;13D06C01;MANABI;BOLÍVAR;CALCETA, CABECERA CANTONAL;13H05418;UNIDAD EDUCATIVA MARCOS STENIO HERRERA LOOR;FISCAL;COSTA;ACTIVO
9    ;17D05;17D05C01_06;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H03715;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C01_06;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04078;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D08;17D08C01_02;PICHINCHA;QUITO;CONOCOTO;17H03746;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C02_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04124;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C11;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04107;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C03_04;PICHINCHA;QUITO;BELISARIO QUEVEDO;17H04213;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
6    ;01D01;01D01C05_06_11_12;AZUAY;CUENCA;CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.;01H02001;UNIDAD EDUCATIVA MANUEL J CALLE;FISCAL;SIERRA;ACTIVO
6    ;14D06;14D06C05_a;MORONA SANTIAGO;SANTIAGO;SANTIAGO DE MÉNDEZ, CABECERA CANTONAL;14H00824;UNIDAD DE EDUCACIÓN ESPECIAL PADRE JULIO PIANELLO;FISCAL;SIERRA;ACTIVO
4    ;13D03;13D03C07_a;MANABI;JIPIJAPA;JULCUY;13H05369;UNIDAD EDUCATIVA BELISARIO QUEVEDO;FISCAL;COSTA;ACTIVO
9    ;17D06;17D06C01_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04183;CDI LUDOTECA;PARTICULAR;SIERRA;ACTIVO
8    ;09D08;09D08C02_06;GUAYAS;GUAYAQUIL;GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL;09H06664;Escuela de Educación Básica Particular John Dewey;PARTICULAR;COSTA;ACTIVO
9    ;17D06;17D06C02_03;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04218;LA CASITA DE TÍA YOLI;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C01_06;PICHINCHA;QUITO;LA CONCEPCIÓN;17H04216;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D05;17D05C01_06;PICHINCHA;QUITO;RUMIPAMBA;17H04226;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
4    ;13D12;13D12C01_b;MANABI;ROCAFUERTE;ROCAFUERTE, CABECERA CANTONAL;13H05409;UNIDAD EDUCATIVA BLANCA CUADROS ZAMBRANO;FISCAL;COSTA;ACTIVO
4    ;13D12;13D12C05_b;MANABI;TOSAGUA;ANGEL PEDRO GILER (LA ESTANCILLA);13H05410;UNIDAD EDUCATIVA ANIBAL GONZALEZ ALAVA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00831;UNIDAD EDUCATIVA DR. WENCESLAO PAREJA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00830;UNIDAD EDUCATIVA CHRISTIAN S. ARILDSEN JACOBSEN;FISCAL;COSTA;ACTIVO
4    ;13D09;13D09C03;MANABI;PAJÁN;CAMPOZANO (LA PALMA DE PAJÁN);13H05414;UNIDAD EDUCATIVA BARTOLOME RUIZ;FISCAL;COSTA;ACTIVO
9    ;17D08;17D08C08_09_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04251;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
6    ;01D02;01D02C05_06;AZUAY;CUENCA;CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.;01H02003;UNIDAD EDUCATIVA DEL MILENIO MANUELA GARAICOA ;FISCAL;SIERRA;ACTIVO
9    ;17D06;17D06C01_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04153;CDI LOS ANDES JUNIOR;PARTICULAR;SIERRA;ACTIVO
9    ;17D06;17D06C01_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04157;MOISES ALBANY;PARTICULAR;SIERRA;ACTIVO
9    ;17D06;17D06C01_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04194;CDI MAMA CIGUEÑA;PARTICULAR;SIERRA;ACTIVO
9    ;17D06;17D06C01_10;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04237;CAROLINA MIRANDA;PARTICULAR;SIERRA;ACTIVO
2    ;15D01;15D01C09_a;NAPO;TENA;AHUANO;15B00025;CRISTOBAL VARGAS;FISCAL;SIERRA;ACTIVO
9    ;17D03;17D03C10_11_16;PICHINCHA;QUITO;SAN ANTONIO;17H01967;PIM PON DE COLORES;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C14_15;PICHINCHA;QUITO;POMASQUI;17H01993;NUEVO MIGUELITO;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C17;PICHINCHA;QUITO;POMASQUI;17H04115;CASITA DE LA TERNURA;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C18_19;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H04235;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D03;17D03C18_19;PICHINCHA;QUITO;COMITÉ DEL PUEBLO;17H04209;INSTITUCIÓN EDUCATIVA PARTICULAR CORAZONES ;PARTICULAR;SIERRA;ACTIVO
